"age_calBP","past_temp","past_co2","modern_co2","present_t","recon_mi","corrected_mi","corrected_P_ann"
41327,9.5300695,204.19,332.1725,9.5300695,0.458241,0.748517606836393,716.995126794823
41758,10.67199,201.12,332.1725,10.67199,0.441728,0.748451314584935,724.404794879168
42029,11.58064,199.89,332.1725,11.58064,0.409008,0.724493467951954,674.716957607614
42240,8.755353,200.395,332.1725,8.755353,0.467121,0.767634800479496,807.219377225029
42495,10.41364,202.865,332.1725,10.41364,0.495868,0.796020476452479,824.445651250095
42877,10.613855,205.305,332.1725,10.613855,0.381419,0.671229495049,688.685168105117
43740,11.20727,202.435,332.1725,11.20727,0.507078,0.813143920966665,912.649729903009
44062,11.71145,204.31,332.1725,11.71145,0.391607,0.690788816147456,632.030480709448
44404,11.324645,205.525,332.1725,11.324645,0.471039,0.765509440516585,831.617327594584
44764,11.184635,211.365,332.1725,11.184635,0.411543,0.683453190283695,660.900761195963
45138,13.376115,209.72,332.1725,13.376115,0.323035,0.609806783438283,553.106560405633
45525,12.733005,216.005,332.1725,12.733005,0.359366,0.621685396069831,561.379321185189
46322,12.01812,218.35,332.1725,12.01812,0.347459,0.598502984334398,545.969753028747
47601,10.2717,204.025,332.1725,10.2717,0.407037,0.700331794967255,676.780762482465
48772,10.88738,201.28,332.1725,10.88738,0.429229,0.736191185396895,748.171492948335
50937,11.22178,207.525,332.1725,11.22178,0.54883,0.837214329566795,856.42740917413
52168,12.206855,216.45,332.1725,12.206855,0.385159,0.644033909013781,638.407209121447
52330,10.884445,216.45,332.1725,10.884445,0.48821,0.743192373166979,722.286900397674
52933,10.531495,222.435,332.1725,10.531495,0.539465,0.774782279486134,818.188700352936
53562,12.02397,222.2,332.1725,12.02397,0.590746,0.833728670424957,895.9493132952
54360,10.969175,219.165,332.1725,10.969175,0.556933,0.80468748028764,894.431764542849
56695,11.799285,212.44,332.1725,11.799285,0.508502,0.781526384284591,758.229766113992
56821,9.67687,214.07,332.1725,9.67687,0.529626,0.788143807292584,749.690944365839
58294,13.09698,223.75,332.1725,13.09698,0.434754,0.67460821407495,641.788186344557
59004,12.654425,231.29,332.1725,12.654425,0.412567,0.626924739936484,642.275443513935
61201,11.728895,209.26,332.1725,11.728895,0.55498,0.83979006628273,939.886057299589
61618,10.91969,208.64,332.1725,10.91969,0.486621,0.768284019540528,858.874784750447
63345,10.27742,198.775,332.1725,10.27742,0.590586,0.907517051033592,1073.78438543694
65500,12.364315,208.98,332.1725,12.364315,0.548204,0.837092611180247,906.794339774975
65984,13.201235,200.59,332.1725,13.201235,0.349848,0.670551993094223,751.800703926539
67492,10.50019,202.45,332.1725,10.50019,0.461421,0.762773994636518,803.312909576391
69280,11.543625,208.34,332.1725,11.543625,0.466809,0.752147137233245,851.321335768071
69681,8.818884,213.405,332.1725,8.818884,0.550936,0.808557191334302,838.41270802465
70083,12.57591,217.94,332.1725,12.57591,0.331883,0.586476742725726,724.771472753221
71728,12.949905,238.51,332.1725,12.949905,0.49364,0.689227367853522,769.544611868946
73834,12.52199,232.035,332.1725,12.52199,0.527963,0.741402769742511,891.779056713145
74427,12.94209,236.285,332.1725,12.94209,0.470405,0.67202091851184,795.494878157206
75975,11.813955,244.64,332.1725,11.813955,0.429378,0.603600480443475,710.27201847526
78001,16.088725,225.785,332.1725,16.088725,0.430684,0.677759465504102,812.60981136908
78428,14.814645,225.395,332.1725,14.814645,0.523328,0.76716552607367,843.24908737509
80167,13.59087,232.67,332.1725,13.59087,0.37417,0.587403024789625,625.913818282193
82264,9.3190965,239.88,332.1725,9.3190965,0.45619,0.6362033786056,561.04271115
85406,10.705515,234.69,332.1725,10.705515,0.407783,0.605402211565209,584.743744258014
86807,10.34703,222.22,332.1725,10.34703,0.383166,0.615755851730211,538.93381445104
89490,11.854085,228.13,332.1725,11.854085,0.448199,0.669579223960455,562.143040722393
91816,10.8172,232.43,332.1725,10.8172,0.548471,0.754977945341936,757.305630316298
93907,12.88277,238.21,332.1725,12.88277,0.3797,0.574278558154449,507.609612030013
96656,12.28134,244.055,332.1725,12.28134,0.353974,0.530181360294923,462.067522722751
99188,9.735085,243.085,332.1725,9.735085,0.430647,0.603089192086042,642.830476927264
101967,10.83627,242.415,332.1725,10.83627,0.580318,0.759548182155295,785.142709125072
102747,11.90457,237.07,332.1725,11.90457,0.361761,0.555977919399535,554.702321219793
104861,14.93593,240.62,332.1725,14.93593,0.484685,0.681247734499798,735.87011699179
107565,12.30563,238.385,332.1725,12.30563,0.581557,0.776540971065675,841.614468046907
110928,13.26615,252.31,332.1725,13.26615,0.451387,0.610044334835279,668.704341235974
114230,11.368895,264.24,332.1725,11.368895,0.526497,0.652333010407831,682.382626077856
115535,12.103225,275.06,332.1725,12.103225,0.650182,0.754273214221457,854.678319895949
117705,15.665745,274.98,332.1725,15.665745,0.467457,0.577138007888296,688.772321921997
118737,12.09016,272.73,332.1725,12.09016,0.591169,0.699880758175726,780.02912090743
119619,13.376815,271.165,332.1725,13.376815,0.57528,0.68983268813052,778.504391977669
121968,14.09239,277.43,332.1725,14.09239,0.481,0.582206372884584,661.865761267703
124468,12.453005,278.53,332.1725,12.453005,0.494356,0.590461752380584,663.652560750215
126463,12.4126,274.085,332.1725,12.4126,0.546565,0.65254091074258,731.67462154704
129122,13.89288,268.44,332.1725,13.89288,0.489728,0.610895983549822,688.338246297184
130648,11.79114,251.34,332.1725,11.79114,0.615587,0.77457594854677,844.393692678818
131332,10.680325,241.13,332.1725,10.680325,0.57538,0.757541813560179,787.672065573326
132984,10.84131,224.63,332.1725,10.84131,0.569515,0.799727026022488,810.012971898566
134767,12.392455,212.43,332.1725,12.392455,0.554306,0.831154250267097,848.044057476488
137439,11.926565,201.46,332.1725,11.926565,0.407824,0.719197096060615,709.520778663688
138097,11.48005,198.865,332.1725,11.48005,0.479383,0.79990674941157,791.485238084969
141499,10.68591,194.63,332.1725,10.68591,0.462746,0.795044292740213,747.696869706119
144323,11.44235,195.305,332.1725,11.44235,0.499911,0.83477062010392,825.097245838777
144967,12.916365,194.805,332.1725,12.916365,0.467325,0.812442687536675,825.902124303184
148580,10.44063,198.795,332.1725,10.44063,0.536004,0.852459605250264,821.152623717754
151686,12.964835,202.35,332.1725,12.964835,0.347492,0.659935134125176,605.484959069339
153838,11.242885,197.54,332.1725,11.242885,0.525301,0.850751510166824,840.661710398046
154746,10.348605,197.54,332.1725,10.348605,0.466467,0.785627319646202,796.684143287483
155018,10.313355,196.3,332.1725,10.313355,0.530626,0.855917123575226,920.783623157708
156122,12.88466,192.84,332.1725,12.88466,0.36683,0.717370179569842,783.500512400673
157554,13.0895,189.19,332.1725,13.0895,0.471197,0.841540285536672,935.401557374947
158915,13.276425,187.25,332.1725,13.276425,0.467446,0.847635857459935,905.925488001323
160619,7.98591805,187.5,332.1725,7.98591805,0.61021,0.960089661897748,884.09403619623
161695,12.01036,187.5,332.1725,12.01036,0.446639,0.816356601942443,853.034607963366
162919,11.01952,204.3,332.1725,11.01952,0.467616,0.764936813454208,911.7093589838
163882,11.145145,200.4,332.1725,11.145145,0.443579,0.755546872871357,761.310830628141
164970,9.264389,196.5,332.1725,9.264389,0.482802,0.800675665386859,796.134984172139
165836,12.244175,191.6,332.1725,12.244175,0.440028,0.793529626737953,816.609049326953
167203,9.721515,188.4,332.1725,9.721515,0.528851,0.882628232830436,919.06985336978
168643,12.880855,185.25,332.1725,12.880855,0.491368,0.87841679548937,936.765417678803
169889,12.119125,196.6,332.1725,12.119125,0.464273,0.797066063315589,843.248109446184
171139,10.251235,197.2,332.1725,10.251235,0.532404,0.853903965833456,869.341163283413
171398,9.795615,197.2,332.1725,9.795615,0.505406,0.823868561290156,830.47051629905
172514,11.878105,197.75,332.1725,11.878105,0.58299,0.912629516138315,1036.47530922267
172930,9.11609,197.75,332.1725,9.11609,0.59711,0.912133625218506,952.08902221607
174149,9.733125,197.7,332.1725,9.733125,0.466567,0.781895535862667,858.37287519248
175288,11.10984,196.85,332.1725,11.10984,0.497959,0.824720182139234,898.26544270903
175565,11.614275,196.85,332.1725,11.614275,0.536219,0.866783290037921,922.866804885149
176896,10.28362,189.85,332.1725,10.28362,0.549047,0.900609409040467,992.893467331682
177960,12.862945,190.1,332.1725,12.862945,0.511227,0.877106522869129,975.221627750751
179446,12.538305,198.9,332.1725,12.538305,0.460554,0.786589838363185,775.956322350624
179707,12.3984,207.7,332.1725,12.3984,0.356645,0.646281000520015,617.839888761371
181254,12.878315,213.2,332.1725,12.878315,0.378381,0.651401073363353,670.592891044089
181849,12.580135,215.45,332.1725,12.580135,0.397286,0.661498583344118,749.524452883073
182354,10.924135,207.9,332.1725,10.924135,0.337109,0.618291285733135,533.042363393844
183523,10.25555,198.9,332.1725,10.25555,0.364258,0.675382082191621,722.362055722941
184818,7.41654,199.7,332.1725,7.41654,0.499713,0.797362883439639,764.179919370241
186603,11.92044,207.05,332.1725,11.92044,0.36812,0.657886348817577,666.761345036821
189340,10.67415,221,332.1725,10.67415,0.46449,0.703553702746468,669.771795208406
190307,8.49325585,231.35,332.1725,8.49325585,0.506649,0.708142764733632,855.776111819592
191709,10.294565,225.85,332.1725,10.294565,0.442095,0.66445885001983,754.835894703421
192795,10.02212,219.15,332.1725,10.02212,0.479334,0.721927883985468,713.956064148079
194581,10.19111,226.5,332.1725,10.19111,0.496187,0.717116476905187,715.487675123858
194846,11.43114,226.5,332.1725,11.43114,0.441957,0.666568165204414,683.558257862812
195710,11.487825,223.25,332.1725,11.487825,0.478354,0.71383419883061,733.147180850758
