age_calBP,palaeo_co2,palaeo_MGS_temp,modern_co2,modern_MGS_temp,recon_mi,recon_Pann,corr_mi,est_Pann
-62,368.02,13.15918,311.765,12.198932000000001,0.425809,458.807,0.39564594781061335,516.8861400163527
-56,368.02,12.86272,311.765,12.198932000000001,0.471798,506.622,0.42591311832647116,540.4327604933027
-50,364.9,11.884725,311.765,12.198932000000001,0.506921,570.575,0.4123183773406414,517.1860660787188
-43,353.83500000000004,13.093390000000001,311.765,12.198932000000001,0.566461,630.212,0.552043671327193,645.5156288876553
-38,346.52,12.203865000000002,311.765,12.198932000000001,0.528049,553.384,0.4748576242501341,574.5602529877957
-31,337.155,11.879800000000001,311.765,12.198932000000001,0.52288,521.38,0.46537186791665025,563.0822043425067
-25,331.96000000000004,11.495670000000002,311.765,12.198932000000001,0.562884,576.799,0.491662170929082,578.9762066609064
-19,325.08,12.525630000000001,311.765,12.198932000000001,0.438233,494.12,0.4343545442615308,543.6211112573308
-13,318.84000000000003,12.889695,311.765,12.198932000000001,0.468382,539.325,0.4946022098966423,599.2072337253818
-6,315.34,13.13016,311.765,12.198932000000001,0.483879,550.167,0.5293780686825507,629.8736440711787
-1,312,12.70126,311.765,12.198932000000001,0.493117,550.058,0.5205401066968299,617.4739774502748
6,311.29,12.72497,311.765,12.198932000000001,0.490124,523.334,0.5200635297112434,617.4764842701965
12,311.73,11.815300000000002,311.765,12.198932000000001,0.524648,546.752,0.5034224700967304,593.3394719253196
18,308.26,11.888230000000002,311.765,12.198932000000001,0.528909,540.303,0.5176301238707935,604.1888863524274
24,304.97,13.540305000000002,311.765,12.198932000000001,0.429877,459.993,0.5155983046249619,625.2589383779557
30,301.88,12.423860000000001,311.765,12.198932000000001,0.446556,473.391,0.4761678551642464,578.5074485364402
36,301,12.921615,311.765,12.198932000000001,0.550525,588.974,0.61030037546661,688.1466138571761
43,299.63,12.653010000000002,311.765,12.198932000000001,0.494339,536.164,0.5410442396554382,633.4811344197585
48,295.61,12.378860000000001,311.765,12.198932000000001,0.486138,510.951,0.5249477233676675,617.9774701525213
60,290.92,12.490615000000002,311.765,12.198932000000001,0.486739,507.129,0.540767179007877,630.8542087897551
120,285.5,13.93282,311.765,12.198932000000001,0.432149,495.012,0.5775965547584763,678.4074633009201
181,277.13,14.35057,311.765,12.198932000000001,0.400314,451.37,0.5865231572067631,691.7665784785171
242,277.815,11.581430000000001,311.765,12.198932000000001,0.481347,544.763,0.5106606490268233,594.5661717986422
305,277.355,14.247445000000003,311.765,12.198932000000001,0.351935,420.679,0.5303972406383746,645.6525266401094
363,281.11,13.068665000000001,311.765,12.198932000000001,0.444194,525.4,0.5500896722526264,644.7397391981278
429,283.53499999999997,14.941955,311.765,12.198932000000001,0.383781,473.388,0.5892721991978264,699.8502691526844
499,281.27,11.871105000000002,311.765,12.198932000000001,0.457146,534.389,0.4955821723625985,585.7173389002281
570,280.91,14.46409,311.765,12.198932000000001,0.461804,542.729,0.6481274501723192,737.9005771849233
646,280.005,15.748479999999999,311.765,12.198932000000001,0.31371,434.647,0.5699274267310415,696.3751308853537
725,283.69,11.569614999999999,311.765,12.198932000000001,0.401503,464.74,0.4184683298094515,518.1811271315316
802,284.24,15.099470000000002,311.765,12.198932000000001,0.403256,479.842,0.6169470508972607,723.5230467248167
890,281.905,14.293475,311.765,12.198932000000001,0.395018,474.693,0.5674938464529552,675.7444622514497
985,278.07500000000005,13.511009999999999,311.765,12.198932000000001,0.406559,512.21,0.5432224939080864,644.5722669758746
1085,279.02,13.877625,311.765,12.198932000000001,0.301657,392.523,0.4545319135732597,577.7403267603058
1191,279.64,13.218834999999999,311.765,12.198932000000001,0.373369,427.789,0.4897072501052305,599.14548439659
1305,279.02,13.432900000000002,311.765,12.198932000000001,0.413576,483.93,0.543942715705025,645.7900602318756
1414,276.675,13.233039999999999,311.765,12.198932000000001,0.458016,504.619,0.5828720622955607,673.4717840457906
1540,279.13,12.702920000000002,311.765,12.198932000000001,0.497576,601.559,0.5875445283022456,668.1575351022522
1667,280.57500000000005,13.501384999999999,311.765,12.198932000000001,0.480201,548.109,0.6124158245181937,697.7421421720665
1795,278.07,13.096469999999998,311.765,12.198932000000001,0.386541,461.502,0.49956586315482115,606.2459181345118
1922,277.29999999999995,12.79995,311.765,12.198932000000001,0.431293,546.13,0.5299059473219289,625.3979282503377
2044,277.45,11.55129,311.765,12.198932000000001,0.444219,524.376,0.47269752716894736,564.1131919540919
2149,276.79999999999995,13.294699999999999,311.765,12.198932000000001,0.421076,500.618,0.5485297226072671,647.9489968964173
2256,276.7,14.283885000000001,311.765,12.198932000000001,0.36748,458.314,0.5498826457476743,661.5351059549204
2357,277.15,13.174109999999999,311.765,12.198932000000001,0.523369,574.283,0.6448916892148314,716.8170846292362
2453,277.75,12.771775000000002,311.765,12.198932000000001,0.424511,504.766,0.520505503215193,619.398623337226
2545,275.9,11.757504999999998,311.765,12.198932000000001,0.421738,517.122,0.46494506807309877,561.4630808483174
2633,276.4,13.08801,311.765,12.198932000000001,0.39633,473.1,0.5125966342041631,617.0934804148729
2795,277.1,12.033940000000001,311.765,12.198932000000001,0.462588,506.653,0.5187764074090215,608.5411117145171
2871,275,13.081115,311.765,12.198932000000001,0.424956,523.963,0.5442956732253325,641.1227040014932
2944,275.5,12.756910000000001,311.765,12.198932000000001,0.454794,529.7,0.5551047623086667,646.75504616591
3013,275.45000000000005,12.822585,311.765,12.198932000000001,0.397566,495.459,0.5010073054351317,603.7027523802933
3080,274.6,10.699305,311.765,12.198932000000001,0.443022,540.029,0.43021548295812795,519.3853257256645
3143,275.45000000000005,13.261510000000001,311.765,12.198932000000001,0.390003,471.467,0.5179679870152043,623.40416796492
3203,276.3,13.03583,311.765,12.198932000000001,0.44161,504.997,0.5558203456205666,650.2066394075381
3261,274.70000000000005,13.535495000000001,311.765,12.198932000000001,0.416972,504.399,0.5625664479007526,662.3473872084985
3317,273.1,12.425060000000002,311.765,12.198932000000001,0.444067,523.535,0.5307175416215806,623.125172475019
3370,273.55,12.74331,311.765,12.198932000000001,0.42486,507.488,0.5282859977179735,624.6605342515747
3421,274,13.68442,311.765,12.198932000000001,0.423377,491.095,0.579126197012858,676.9190917599778
3470,274.5,12.647450000000001,311.765,12.198932000000001,0.440416,521.238,0.536542233529212,631.0129221146686
3518,274.5,14.01041,311.765,12.198932000000001,0.399001,480.794,0.5716121178813605,675.9483652696194
3564,274.2,13.47513,311.765,12.198932000000001,0.432065,528.989,0.5756350577433341,671.5912907916633
3609,274.2,12.885270000000004,311.765,12.198932000000001,0.440593,507.17,0.5508162726837801,644.8885885323368
3656,273.2,13.071425,311.765,12.198932000000001,0.40264,455.73,0.5250252923009519,627.4375031018191
3699,273,13.434470000000003,311.765,12.198932000000001,0.430108,514.959,0.5739821400014126,669.6277794482489
3741,272.25,13.080005,311.765,12.198932000000001,0.444006,510.806,0.5696185387343424,662.5158055125615
3782,271.5,13.312910000000002,311.765,12.198932000000001,0.481336,533.065,0.6225848837621475,705.0596929796542
3822,273.45,13.559429999999999,311.765,12.198932000000001,0.434527,499.137,0.5846130189366008,680.1509509662295
3863,275.4,13.483014999999998,311.765,12.198932000000001,0.433829,507.65,0.5752451213453259,672.5120264082169
3903,275.15,11.90296,311.765,12.198932000000001,0.493315,560.226,0.5463209221286791,628.8953745838493
3943,275.15,12.88846,311.765,12.198932000000001,0.422033,494.918,0.530131284479788,628.6986488048487
3984,273.29999999999995,13.12982,311.765,12.198932000000001,0.441372,512.026,0.567452570603401,660.7019003006288
4023,273.29999999999995,13.747505,311.765,12.198932000000001,0.416761,493.542,0.5775117201409296,676.9661859252017
4062,273.29999999999995,14.56301,311.765,12.198932000000001,0.412826,492.749,0.6201613376547472,721.2332098169328
4101,271.7,14.015225000000001,311.765,12.198932000000001,0.426782,514.529,0.6066943889493579,702.6342868912083
4139,271.65,14.57293,311.765,12.198932000000001,0.424069,511.363,0.6361209186115896,732.4149683052216
4176,271.65,13.604614999999999,311.765,12.198932000000001,0.418275,485.98,0.5746142324164337,673.707131126991
4212,272.20000000000005,13.041955,311.765,12.198932000000001,0.481193,560.23,0.6053199060643463,689.572965073178
4251,272.20000000000005,15.26802,311.765,12.198932000000001,0.400423,489.58,0.6505422394798209,753.8584627440549
4284,272.15,13.499279999999999,311.765,12.198932000000001,0.491962,555.011,0.6426977649013981,722.471075507979
4317,272.15,14.600530000000003,311.765,12.198932000000001,0.360241,475.196,0.5706021642488115,683.3665496277724
4347,271.5,14.278675,311.765,12.198932000000001,0.436612,497,0.6324165558912114,727.3539648430047
4376,271.5,14.787685000000002,311.765,12.198932000000001,0.458481,522.957,0.6845338204818644,771.1093998793896
4404,271.3,13.491295000000003,311.765,12.198932000000001,0.494253,552.747,0.6464921433259706,724.5576381734427
4429,271.3,13.935795000000002,311.765,12.198932000000001,0.40768,487.47,0.5834525111456941,684.8444986181702
4452,271.3,14.553305,311.765,12.198932000000001,0.407926,498.811,0.6191168109804419,720.9354419217317
4474,271.1,14.55879,311.765,12.198932000000001,0.38147,478.2,0.5925605183958498,700.1818210607036
4494,271.1,15.04537,311.765,12.198932000000001,0.388216,489.083,0.6275260908767694,734.3562816054015
4513,270.1,15.631435,311.765,12.198932000000001,0.451673,546.48,0.7302369074159756,816.9979417784757
4531,270.1,14.992585,311.765,12.198932000000001,0.475532,553.775,0.7174912617802311,798.7309600636398
4547,270.1,15.08624,311.765,12.198932000000001,0.446055,530.079,0.6923543375021797,781.2052869033628
4562,270.1,14.74175,311.765,12.198932000000001,0.460775,547.832,0.6874921718143612,774.1075763692962
4577,269.1,15.337330000000001,311.765,12.198932000000001,0.456752,526.962,0.7206007102086491,805.8940988268803
