age_calBP,palaeo_co2,palaeo_MGS_temp,modern_co2,modern_MGS_temp,recon_mi,recon_Pann,corr_mi,est_Pann
4591,269.1,14.744645,311.765,12.198932000000001,0.486113,566.199,0.7162545394374614,793.8749840586862
4616,269.45000000000005,15.537315,311.765,12.198932000000001,0.435921,538.293,0.7097794418980912,800.1153291249926
4629,269.45000000000005,15.2893,311.765,12.198932000000001,0.418996,493.895,0.6775922208646941,773.6070398241868
4642,269.45000000000005,15.23648,311.765,12.198932000000001,0.390457,504.977,0.644787356032735,748.1932537045001
4655,269.8,14.2175,311.765,12.198932000000001,0.481282,592.298,0.67878132249954,757.4123039958109
4667,269.8,13.929305,311.765,12.198932000000001,0.50018,567.951,0.681408926830658,755.2734695232207
4679,269.8,14.456339999999999,311.765,12.198932000000001,0.477212,581.116,0.6885184343264039,769.1945679183084
4693,270.65,15.862295000000001,311.765,12.198932000000001,0.481918,551.825,0.774277446114361,851.3053468996361
4707,270.65,14.117130000000001,311.765,12.198932000000001,0.448255,542.514,0.6370200633082918,727.0782727343767
4723,270.65,14.411470000000001,311.765,12.198932000000001,0.462332,582.651,0.6685739145491133,753.8185576858276
4756,270.65,14.795020000000001,311.765,12.198932000000001,0.535625,621.786,0.7668665333728194,828.6521016915144
4890,270.7,14.83437,311.765,12.198932000000001,0.650277,719.723,0.8879216809715033,909.6720174618345
5015,268.95000000000005,16.79089,311.765,12.198932000000001,0.458337,543.742,0.8090704407144074,890.5851016639676
5202,269.8,14.724575000000002,311.765,12.198932000000001,0.510507,571.692,0.7386831612119391,808.9030978311417
5403,265.3,15.916574999999998,311.765,12.198932000000001,0.451895,526.641,0.759068106491556,842.7476724114479
5596,267.6,13.197669999999999,311.765,12.198932000000001,0.580824,683.575,0.7260891257142145,776.1351330782975
5763,265.7,14.989794999999999,311.765,12.198932000000001,0.49006,562.447,0.742961941046602,816.9689608997772
5879,263.1,14.690214999999998,311.765,12.198932000000001,0.633639,695.875,0.8803794425788405,902.0404152376808
5953,263.7,16.610490000000002,311.765,12.198932000000001,0.48872,556.177,0.8436306303727132,912.0951174604729
6007,266.7,14.79768,311.765,12.198932000000001,0.526236,608.909,0.7666967085751788,829.8833798510494
6056,266.1,15.365504999999999,311.765,12.198932000000001,0.462299,540.978,0.7353018899096239,817.8432909539658
6118,265.5,15.526410000000002,311.765,12.198932000000001,0.467143,556.938,0.7513677730110073,831.3569958983292
6206,264.35,16.86123,311.765,12.198932000000001,0.391183,489.446,0.753588476270373,854.047185609652
6338,262.7,15.520624999999999,311.765,12.198932000000001,0.510261,580.536,0.8031038260668588,867.1201012131008
6523,261.15,15.196245000000001,311.765,12.198932000000001,0.454215,532.054,0.7291432470873735,811.05473399271375
6729,260.75,14.751829999999998,311.765,12.198932000000001,0.572781,639.995,0.8269062085661738,870.7559509595127
7025,257.85,16.29216,311.765,12.198932000000001,0.500633,580.222,0.8521879907877485,913.2069974071381
7198,262.65,15.048425,311.765,12.198932000000001,0.54817,613.719,0.8144152087424837,866.9012675425269
7311,261.85,15.212085000000002,311.765,12.198932000000001,0.556734,602.21,0.8352079998484345,883.843827979125
7457,259.54999999999995,13.652665,311.765,12.198932000000001,0.474606,529.307,0.6635137798600604,741.6080577776104
7630,260.1,15.5638,311.765,12.198932000000001,0.496452,557.763,0.7978644386686047,864.7754902693318
7821,260.04999999999995,16.512985,311.765,12.198932000000001,0.573211,640.292,0.9366491700867219,974.2224284022622
8024,260.20000000000005,15.15452,311.765,12.198932000000001,0.577937,645.181,0.8580223236056502,896.774647274705
8233,259.3,16.430325,311.765,12.198932000000001,0.492751,570.199,0.8484175661036776,913.4836215478051
8442,259.8,15.36873,311.765,12.198932000000001,0.507928,588.088,0.7989228973431094,860.4260988599644
8847,259.95,14.77284,311.765,12.198932000000001,0.609482,685.032,0.868283980945396,897.8954442740835
9040,259.85,14.501085,311.765,12.198932000000001,0.580817,619.129,0.8223966124736245,864.7796398871836
9205,262.85,14.772915000000001,311.765,12.198932000000001,0.58561,658.053,0.8362206205145805,877.7208310386821
9340,263.75,16.11446,311.765,12.198932000000001,0.519646,571.017,0.8461068101321196,907.7692778576056
9441,262.9,15.439775000000003,311.765,12.198932000000001,0.577847,633.429,0.8683870213455358,911.1430445214841
9522,260.75,14.95168,311.765,12.198932000000001,0.548766,618.322,0.8139998250896278,864.7134997167043
9589,263.8,15.20505,311.765,12.198932000000001,0.450967,531.376,0.7196610070369575,805.1349094121662
9654,263.8,15.01793,311.765,12.198932000000001,0.546659,604.397,0.8081472754548855,862.6145429275066
9723,263.8,15.199465,311.765,12.198932000000001,0.569147,618.917,0.842487189350895,888.621872404613
9806,264.4,15.815014999999999,311.765,12.198932000000001,0.41758,501.482,0.719262522858105,814.023346655379
9823,264.4,14.884225,311.765,12.198932000000001,0.487888,584.275,0.737634358534425,812.7376369604204
9843,264.4,16.1204,311.765,12.198932000000001,0.480904,509.798,0.804019536208204,878.5047631444156
9862,264.4,14.437819999999999,311.765,12.198932000000001,0.524941,589.289,0.7495777237840088,813.3440223871823
9882,264.4,14.242735,311.765,12.198932000000001,0.593003,634.317,0.8081807898760965,851.2377411534403
9903,264.29999999999995,15.793379999999999,311.765,12.198932000000001,0.493796,566.96,0.7981952058568658,868.2884957131413
9925,264.29999999999995,16.457259999999998,311.765,12.198932000000001,0.428127,500.996,0.7687620426672329,859.6918435533184
9951,264.29999999999995,15.717115000000002,311.765,12.198932000000001,0.473277,517.314,0.7721159565254074,850.8437939237982
9975,264.29999999999995,15.131305000000003,311.765,12.198932000000001,0.45373,510.286,0.71695642821075245,803.9926343820781
10001,264.2,15.32346,311.765,12.198932000000001,0.53291,580.889,0.8111712031386196,869.5536739348312
10028,264.1,14.871245,311.765,12.198932000000001,0.558392,602.007,0.8107948709509054,862.6098772777167
10057,264.1,17.51124,311.765,12.198932000000001,0.414236,456.864,0.8178274590791001,910.146160924223
10089,264.1,15.60559,311.765,12.198932000000001,0.595404,645.41,0.8938241425724648,928.6054844800278
10120,264,16.048724999999997,311.765,12.198932000000001,0.350761,415.402,0.6637811466659191,777.895422287942
10153,263.7,16.0087,311.765,12.198932000000001,0.473838,510.359,0.7916482203356893,869.0759692078323
10187,263.7,15.144115,311.765,12.198932000000001,0.481948,517.289,0.7485794099415015,824.7304254792143
10222,264.54999999999995,16.486195,311.765,12.198932000000001,0.392532,461.765,0.7322160096849735,834.7167727971564
10262,264.54999999999995,17.04191,311.765,12.198932000000001,0.394061,468.638,0.7669210542948254,867.3779854318316
10299,265.7,15.637059999999998,311.765,12.198932000000001,0.427851,513.74,0.7163078591787926,809.5068414933452
10337,265.29999999999995,15.631225,311.765,12.198932000000001,0.426451,487.014,0.7154837292114149,808.3585541242821
10376,264.9,15.55998,311.765,12.198932000000001,0.479709,558.879,0.7679910434817756,844.9670050213125
10415,266.2,16.365245,311.765,12.198932000000001,0.41497,477.052,0.744606180318364,842.0797744527736
10458,266.2,16.276965,311.765,12.198932000000001,0.484494,542.725,0.8126908602917315,886.9464904158793
10497,266.2,16.349345,311.765,12.198932000000001,0.438019,488.915,0.7679905928689036,857.372300070858
10536,267.2,16.278340000000004,311.765,12.198932000000001,0.464915,536.169,0.7896357013457954,870.1975256581745
10612,267.2,16.047825,311.765,12.198932000000001,0.503634,541.574,0.8165843061541642,886.7804435296591
10690,266.45,16.48535,311.765,12.198932000000001,0.448163,489.473,0.7862056770461705,871.6495745833478
10762,266,16.975485,311.765,12.198932000000001,0.435743,512.632,0.803577591489911,892.1377987051811
10835,265.55,17.66838,311.765,12.198932000000001,0.473725,530.433,0.8873252407433713,961.104770008803
10904,266.35,15.477845,311.765,12.198932000000001,0.524962,578.197,0.8068187263544698,870.0567172423107
10972,266.20000000000005,15.780770000000002,311.765,12.198932000000001,0.567718,602.877,0.870226477241002,919.2752641396413
11044,266.20000000000005,17.06245,311.765,12.198932000000001,0.422194,469.446,0.7938831852711674,886.8464034334819
11113,264.8,14.071460000000004,311.765,12.198932000000001,0.541849,592.654,0.7443511730072155,805.1158951560132
11187,265.15,16.074465,311.765,12.198932000000001,0.490152,568.284,0.8091082509705785,880.6503146252315
11258,264.4,17.40549,311.765,12.198932000000001,0.513015,509.061,0.916232992009916,977.7780327314738
11333,264.45500000000004,15.502385,311.765,12.198932000000001,0.543125,544.682,0.8319741886751775,888.9430752465963
11414,266.32000000000005,14.840655000000002,311.765,12.198932000000001,0.487248,521.303,0.7297249809290642,807.2111426080198
11499,267.415,15.364930000000003,311.765,12.198932000000001,0.513904,551.458,0.785914374679789,854.8523445685283
11594,261,14.643270000000003,311.765,12.198932000000001,0.462316,437.416,0.705298331993127,788.9645757793832
11888,253.73000000000002,15.016305000000001,311.765,12.198932000000001,0.445394,459.323,0.728453696544571,810.449179495376
11954,251.45499999999998,13.614930000000003,311.765,12.198932000000001,0.389403,378.477,0.594457166341317,692.6592246136521
12022,248.13,14.482675000000002,311.765,12.198932000000001,0.465376,479.259,0.7325415519205458,805.8024728277576
12091,253.345,14.124780000000003,311.765,12.198932000000001,0.417931,412.517,0.6484974320358766,739.7135058344967
12234,249.08999999999997,12.575605,311.765,12.198932000000001,0.48076,446.255,0.633514713117292,706.8398794753059
12382,243.655,12.307820000000001,311.765,12.198932000000001,0.477946,457.859,0.6294481699904062,699.4409648057529
12537,248.32999999999998,12.471630000000003,311.765,12.198932000000001,0.474711,462.718,0.6233191912399912,696.2754444820747
12698,242.91500000000002,12.908245000000003,311.765,12.198932000000001,0.428726,405.223,0.6164338828778714,699.0180097269906
12871,240.29500000000002,13.249050000000002,311.765,12.198932000000001,0.425493,412.525,0.6402934818208661,720.2812785081867
13043,236.77,13.682535000000003,311.765,12.198932000000001,0.483385,461.539,0.7355085526162729,793.8014817836075
13218,239.41,12.610745,311.765,12.198932000000001,0.536082,502.167,0.7179055949653224,764.2239175347808
13397,237.83,13.914370000000003,311.765,12.198932000000001,0.439547,433.267,0.7010602705118151,772.6887550499126
13578,239.84500000000003,14.723270000000001,311.765,12.198932000000001,0.458435,445.499,0.7631674902673615,827.8467813488134
13762,241.11,13.627845,311.765,12.198932000000001,0.466207,465.128,0.7020897494877192,769.436472908591
13947,238.245,15.317390000000001,311.765,12.198932000000001,0.469603,477.717,0.8156029611149567,872.8848643297562
14133,237.82,13.802605000000002,311.765,12.198932000000001,0.450253,471.934,0.7054823477542119,773.2466173199472
14327,238.94,14.841775000000004,311.765,12.198932000000001,0.349928,368.451,0.6598284919715602,756.2078018312268
14512,241.6,13.35139,311.765,12.198932000000001,0.498382,504.147,0.7173107547141009,773.604423515345
14695,233.2,14.525705,311.765,12.198932000000001,0.41814,442.566,0.7292407614511506,800.3564489178311
14877,230.035,13.996235,311.765,12.198932000000001,0.433336,452.959,0.7229761196929496,788.0824859723259
15056,227.185,15.177935000000002,311.765,12.198932000000001,0.443005,480.311,0.81388014145148,867.9473700658449
15144,229.24,13.245490000000002,311.765,12.198932000000001,0.489104,511.906,0.7378084603228358,786.1278363627379
15231,229.22500000000002,13.647995,311.765,12.198932000000001,0.515634,542.84,0.7894558411479827,825.9933968258808
15317,227.64,12.467560000000002,311.765,12.198932000000001,0.513872,541.264,0.7213871605515791,762.0589223839203
15402,225.065,13.45252,311.765,12.198932000000001,0.492902,531.799,0.767335528749194,807.5331860569447
15486,223.4,14.472345,311.765,12.198932000000001,0.45935,510.082,0.800175991420729,846.289759919101
15576,223.14499999999998,16.186575,311.765,12.198932000000001,0.491031,580.48,0.9411668123742372,968.8466650711912
15722,223.51,12.524460000000001,311.765,12.198932000000001,0.429873,393.798,0.652148275422152,717.2950815541653
15793,223.61,12.398135000000003,311.765,12.198932000000001,0.430739,437.342,0.6452422578639755,710.76634286835
15870,222.935,10.760215,311.765,12.198932000000001,0.45389,391.868,0.5747100209229499,637.4501878640649
15939,223.77,12.350730000000002,311.765,12.198932000000001,0.365376,389.876,0.5754865948630428,659.9045092682277
16006,223.39999999999998,12.72497,311.765,12.198932000000001,0.375637,352.619,0.6090029276953394,689.4038579616525
16072,224.36,13.518925000000001,311.765,12.198932000000001,0.36602,427.142,0.6429084558892695,725.293588963681
16137,223.635,10.44588,311.765,12.198932000000001,0.441893,422.917,0.5424302963259363,608.7929855978103
16206,227.32,13.415415000000001,311.765,12.198932000000001,0.342865,334.289,0.6036343068840246,694.8421538991071
16269,216.39,11.893750000000002,311.765,12.198932000000001,0.422392,329.7,0.630287639118614,693.9423725086893
16330,213.515,10.638685720029503,311.765,12.198932000000001,0.474221,430.516,0.6179156937352831,659.3577658678206
16391,210.36,11.017990000000003,311.765,12.198932000000001,0.442874,505.088,0.6195094466465532,671.6645686575558
16452,217.19,11.550620000000002,311.765,12.198932000000001,0.395824,364.729,0.5806312920017808,652.5661859801191
16517,208.3,11.802705000000001,311.765,12.198932000000001,0.278469,275.894,0.5066578091121312,599.4404533701845
16576,208.555,11.148750000000001,311.765,12.198932000000001,0.448982,511.359,0.6396390384703906,687.8578627606184
16635,210.805,12.849935000000002,311.765,12.198932000000001,0.3754,326.366,0.6583658536913304,726.7240779901153
16694,211.7,13.0127,311.765,12.198932000000001,0.341791,399.207,0.6304157500981891,708.221824250018
16753,207.89,12.077215,311.765,12.198932000000001,0.363719,358.527,0.610786300530127,680.2793092068465
16818,205.36,14.158905000000003,311.765,12.198932000000001,0.373298,431.598,0.7556711106541408,813.0060224551248
16876,204.06,10.790900000000002,311.765,12.198932000000001,0.451034,426.281,0.6363904067525783,679.7667156823328
16935,203.625,12.048430000000002,311.765,12.198932000000001,0.390956,475.464,0.6523076846107622,708.4881418417481
16994,203.625,10.837725000000002,311.765,12.198932000000001,0.480079,512.285,0.6699129267325166,701.8249425070387
17053,203.20999999999998,10.031810000000002,311.765,12.198932000000001,0.465448,456.129,0.6088613633238975,649.1651874108431
17118,200.365,10.32256371397032,311.765,12.198932000000001,0.461283,454.817,0.6322877772377933,663.035161167439
17177,198.45999999999998,10.426055000000003,311.765,12.198932000000001,0.477632,533.48,0.6619265721041415,691.5453446814499
17236,198.29,12.864705000000002,311.765,12.198932000000001,0.380516,334.53,0.7114504115117013,762.6515594636661
17295,195.265,11.274705000000003,311.765,12.198932000000001,0.446154,490.222,0.6937318110248637,725.4120776715079
17354,190.5,12.146745000000003,311.765,12.198932000000001,0.404584,433.44,0.7240684607186111,758.784993190727
17419,191.325,11.463015000000004,311.765,12.198932000000001,0.396909,361.746,0.6711293894005491,713.6353047233397
17478,192.24,10.420725,311.765,12.198932000000001,0.424005,380.578,0.6320174793800774,671.3612988298341
17537,192.495,12.035565000000002,311.765,12.198932000000001,0.385468,453.404,0.6894269381802731,735.0486316758814
17596,196.375,11.631775000000001,311.765,12.198932000000001,0.438248,472.099,0.702995899285866,736.4667543171302
17655,193.79500000000002,11.98309,311.765,12.198932000000001,0.352284,347.269,0.647070270807447,704.5640185804223
17720,189.965,11.907815000000001,311.765,12.198932000000001,0.419211,384.481,0.7266031241274665,756.3048162756155
17779,189.475,10.722560000000003,311.765,12.198932000000001,0.441874,394.862,0.6793511736487609,708.2292809486028
17838,190.365,11.743250000000003,311.765,12.198932000000001,0.407721,361.216,0.7031375596188516,738.0618834951638
17898,190.99,12.40418,311.765,12.198932000000001,0.365678,416.151,0.6979106258412919,745.8950838382511
17957,188.6,11.455935000000002,311.765,12.198932000000001,0.376603,333.602,0.66142364628842,706.8706419536579
18023,187.79,12.783990000000001,311.765,12.198932000000001,0.349292,347.164,0.7180920072163701,765.3176527721446
18084,188.615,13.026125000000002,311.765,12.198932000000001,0.392178,343.753,0.7737882913693,806.9616852977786
18145,186.945,12.796495000000002,311.765,12.198932000000001,0.328991,313.702,0.7016244948033782,754.7491647687184
18207,187.265,12.380540000000003,311.765,12.198932000000001,0.382299,346.585,0.7294832658667891,766.8042830030648
18269,188.775,10.786970000000002,311.765,12.198932000000001,0.431274,354.127,0.6754754124029592,705.9948982117753
18339,187.925,12.451600000000001,311.765,12.198932000000001,0.363905,340.379,0.7120902319107699,756.3953302385661
18402,188.34,11.038440000000003,311.765,12.198932000000001,0.502894,489.202,0.7649506708100553,766.7776143013895
18466,187.26999999999998,12.180700000000002,311.765,12.198932000000001,0.381802,373.039,0.7166451154318904,754.0788795587309
18530,187.67,10.514090000000001,311.765,12.198932000000001,0.435265,421.337,0.6675805795122546,694.99936011687
18666,193.9,12.243875000000001,311.765,12.198932000000001,0.278691,270.932,0.5870900329080939,665.2189830777166
18796,192.97,11.128360000000002,311.765,12.198932000000001,0.398897,419.041,0.6462695747358688,688.6094420014068
18939,190.60500000000002,10.852120000000001,311.765,12.198932000000001,0.461861,432.595,0.7027004692214575,722.3430253619259
19087,191.9,10.722190000000001,311.765,12.198932000000001,0.409936,421.83,0.6373097008589678,676.1602639575732
19227,191.335,10.324510000000002,311.765,12.198932000000001,0.375349,381.124,0.5811469108272963,632.063439869109
19370,191.55,10.94298,311.765,12.198932000000001,0.472478,441.345,0.7150748895280109,731.9466710666114
19504,190.235,9.740445000000003,311.765,12.198932000000001,0.48956,468.04,0.6646996596278509,679.3131326746682
19639,191.42,10.050925000000001,311.765,12.198932000000001,0.467545,517.832,0.6566736283724179,679.0631432887244
19768,193.6,10.67402,311.765,12.198932000000001,0.47228,502.737,0.6903004780046876,710.3765526533322
19886,196.06,12.180290000000001,311.765,12.198932000000001,0.465912,515.012,0.7659758932367782,784.4429117512481
20003,194.89,10.977170000000003,311.765,12.198932000000001,0.461431,546.495,0.6926202243955757,716.6072393347846
20106,192.095,10.556614999999999,311.765,12.198932000000001,0.427358,444.486,0.6441033669626305,678.5010507013853
20206,192.095,11.882545000000002,311.765,12.198932000000001,0.431126,445.307,0.7283203746831769,755.4120050245937
20295,190.23000000000002,10.149093639944395,311.765,12.198932000000001,0.511353,566.619,0.7111710576696869,701.843515606684
20372,190.23000000000002,11.081285000000003,311.765,12.198932000000001,0.420676,405.942,0.6765852484713478,708.4695513919211
20448,191.96,10.07101,311.765,12.198932000000001,0.458223,507.955,0.6464197412821153,672.7727591380557
20517,191.96,10.921845000000001,311.765,12.198932000000001,0.423512,482.851,0.662748341865444,696.2028263546456
